iter	Passed	Remaining
336	1612166	3171710
337	1617217	3167449
338	1622028	3162715
339	1627680	3159615
340	1631439	3152841
341	1636188	3147988
342	1640848	3142967
343	1645074	3137118
344	1649350	3131375
345	1653725	3125827
346	1658846	3121690
347	1663155	3116027
348	1669156	3113526
349	1673814	3108512
350	1679191	3104829
351	1683946	3099991
352	1688919	3095554
353	1696157	3095248
354	1701213	3090936
355	1706564	3087155
356	1711303	3082263
357	1716619	3078407
358	1720052	3071179
359	1724652	3066049
360	1728195	3059049
361	1733650	3055439
362	1737473	3048954
363	1742098	3043886
364	1746158	3037837
365	1751089	3033308
366	1755533	3027937
367	1760230	3023004
368	1766070	3020028
369	1771702	3016682
370	1777246	3013174
371	1782060	3008424
372	1787490	3004709
373	1791934	2999333
374	1797441	2995735
375	1803982	2993843
376	1808043	2987827
377	1812090	2981799
378	1816371	2976165
379	1820663	2970555
380	1824905	2964872
381	1829371	2959559
382	1834448	2955234
383	1839017	2950091
384	1843057	2944105
385	1847560	2938866
386	1851665	2932999
387	1856025	2927545
388	1859989	2921474
389	1866581	2919525
390	1871097	2914318
391	1875450	2908861
392	1880399	2904331
393	1884781	2898927
394	1889969	2894762
395	1896042	2891943
396	1901103	2887569
397	1904622	2880860
398	1908793	2875150
399	1913109	2869664
400	1917352	2864075
401	1921902	2858950
402	1926668	2854146
403	1933306	2852106
404	1936836	2845475
405	1940892	2839630
406	1944719	2833461
407	1949158	2828191
408	1952966	2822013
409	1957687	2817160
410	1962903	2813016
411	1968084	2808819
412	1973004	2804246
413	1977140	2798561
414	1981332	2792963
415	1985258	2786997
416	1989257	2781144
417	1995126	2777903
418	1999298	2772296
419	2004131	2767610
420	2010169	2764579
421	2015391	2760417
422	2018278	2753065
423	2021410	2746067
424	2025731	2740695
425	2030034	2735304
426	2034222	2729764
427	2040348	2726820
428	2044703	2721505
429	2048861	2715932
430	2053568	2711091
431	2058412	2706431
432	2063205	2701703
433	2066790	2695399
434	2071052	2689987
435	2075537	2684869
436	2079759	2679415
437	2083992	2673981
438	2088851	2669352
439	2093450	2664391
440	2097852	2659182
441	2102967	2654877
442	2106371	2648416
443	2111204	2643760
444	2114986	2637792
445	2119349	2632555
446	2123362	2626889
447	2128406	2622500
448	2132778	2617285
449	2137142	2612063
450	2141905	2607330
451	2146061	2601862
452	2150403	2596623
453	2158202	2595547
454	2162212	2589902
455	2166695	2584830
456	2170776	2579281
457	2177520	2576891
458	2181792	2571568
459	2186966	2567307
460	2191426	2562209
461	2195614	2556797
462	2200222	2551877
463	2203946	2545938
464	2208740	2541239
465	2212443	2535289
466	2217387	2530765
467	2221519	2525316
468	2226303	2520612
469	2232377	2517361
470	2236922	2512381
471	2240750	2506602
472	2245163	2501482
473	2249388	2496156
474	2253534	2490748
475	2258630	2486391
476	2262917	2481144
477	2267777	2476526
478	2272003	2471218
479	2277057	2466812
480	2280511	2460676
481	2284737	2455381
482	2290909	2452174
483	2296387	2448214
484	2301170	2443510
485	2306166	2439032
486	2311431	2434834
487	2315271	2429137
488	2320399	2424793
489	2323779	2418628
490	2328137	2413486
491	2332025	2407863
492	2337380	2403756
493	2342301	2399199
494	2346612	2394018
495	2351053	2388974
496	2355135	2383568
497	2360342	2379300
498	2364813	2374291
499	2368885	2368885
500	2372595	2363123
501	2376934	2357995
502	2380817	2352417
503	2385012	2347155
504	2389424	2342109
505	2395686	2338871
506	2400594	2334305
507	2404715	2328976
508	2409088	2323894
509	2412797	2318177
510	2417860	2313765
511	2421689	2308172
512	2426095	2303135
513	2430363	2297970
514	2434513	2292697
515	2439412	2288131
516	2444263	2283519
517	2449721	2279470
518	2453346	2273717
519	2456472	2267512
520	2460425	2262080
521	2465438	2257623
522	2468087	2251009
523	2472005	2245562
524	2476117	2240296
525	2480815	2235564
526	2484880	2230262
527	2489670	2225614
528	2493286	2219920
529	2499961	2216947
530	2503350	2211057
531	2509639	2207728
532	2514487	2203125
533	2518904	2198144
534	2523269	2193122
535	2527496	2187982
536	2533808	2184643
537	2538722	2180092
538	2543190	2175159
539	2546447	2169196
540	2550925	2164278
541	2554988	2159012
542	2559594	2154207
543	2563840	2149101
544	2569689	2145336
545	2573856	2140166
546	2578799	2135642
547	2583875	2131225
548	2588453	2126397
549	2593339	2121823
550	2598968	2117852
551	2603996	2113388
552	2609199	2109063
553	2614504	2104817
554	2619857	2100606
555	2623202	2094787
556	2627498	2089734
557	2631940	2084798
558	2635798	2079404
559	2640167	2074417
560	2644763	2069609
561	2648693	2064284
562	2656063	2061633
563	2660748	2056890
564	2665745	2052387
565	2670179	2047452
566	2674274	2042258
567	2677751	2036600
568	2681984	2031520
569	2686154	2026397
570	2691200	2021935
571	2695167	2016664
572	2699872	2011947
573	2704169	2006927
574	2709498	2002673
575	2713525	1997455
576	2717214	1991996
577	2721329	1986853
578	2725598	1981825
579	2730443	1977217
580	2734952	1972366
581	2739758	1967730
582	2744907	1963338
583	2749598	1958618
584	2753931	1953643
585	2758161	1948598
586	2762266	1943468
587	2769180	1940310
588	2772971	1934960
589	2778179	1930599
590	2785774	1927887
591	2790561	1923225
592	2795005	1918325
593	2800185	1913931
594	2804272	1908790
595	2809088	1904146
596	2813381	1899150
597	2817390	1893964
598	2821902	1889120
599	2826119	1884079
600	2831078	1879534
601	2835688	1874757
602	2841197	1870573
603	2844796	1865131
604	2849858	1860651
605	2853740	1855402
606	2858270	1850577
607	2862210	1845372
608	2866507	1840401
609	2871209	1835691
610	2875520	1830732
611	2882087	1827205
612	2886211	1822126
613	2890677	1817266
614	2895463	1812607
615	2898562	1806896
616	2902991	1802018
617	2907939	1797463
618	2911812	1792246
619	2916637	1787616
620	2921220	1782838
621	2925816	1778068
622	2929921	1773002
623	2933749	1767772
624	2938777	1763266
625	2942757	1758133
626	2947349	1753367
627	2951315	1748231
628	2956941	1744078
629	2961185	1739108
630	2966315	1734659
631	2970604	1729719
632	2974897	1724782
633	2978600	1719507
634	2983710	1715046
635	2989973	1711242
636	2993983	1706147
637	2999178	1701727
638	3005863	1698148
639	3010831	1693592
640	3015092	1688639
641	3020803	1684497
642	3025535	1679807
643	3030956	1675497
644	3035996	1670975
645	3041140	1666507
646	3047067	1662465
647	3054254	1659101
648	3060113	1655007
649	3067607	1651788
650	3073240	1647558
651	3079216	1643508
652	3082718	1638136
653	3087905	1633662
654	3092024	1628623
655	3096351	1623696
656	3100931	1618903
657	3107109	1614941
658	3111279	1609933
659	3116512	1605476
660	3120141	1600193
661	3124396	1595235
662	3128319	1590111
663	3133777	1585766
664	3138613	1581106
665	3142868	1576153
666	3147482	1571381
667	3151666	1566397
668	3156739	1561854
669	3160428	1556629
670	3164769	1551727
671	3168888	1546719
672	3173295	1541853
673	3177478	1536881
674	3182123	1532133
675	3186329	1527175
676	3190937	1522412
677	3195199	1517484
678	3200207	1512910
679	3204116	1507819
680	3208102	1502767
681	3212298	1497816
682	3216428	1492837
683	3218944	1487114
684	3223249	1482224
685	3228517	1477776
686	3234438	1473623
687	3238999	1468848
688	3242650	1463663
689	3246968	1458782
690	3251053	1453799
691	3256130	1449260
692	3260525	1444417
693	3264933	1439581
694	3269578	1434851
695	3273963	1430007
696	3278743	1425335
697	3282405	1420181
698	3287493	1415644
699	3291629	1410698
700	3296182	1405932
701	3300329	1400994
702	3304912	1396243
703	3309152	1391348
704	3313662	1386568
705	3319206	1382219
706	3323037	1377157
707	3327277	1372266
708	3331091	1367203
709	3335668	1362456
710	3339954	1357590
711	3345730	1353329
712	3350030	1348469
713	3355274	1343989
714	3359799	1339220
715	3362763	1333833
716	3366896	1328914
717	3372812	1324698
718	3377326	1319928
719	3382148	1315280
720	3387009	1310645
721	3390809	1305602
722	3395979	1301087
723	3400054	1296153
724	3404880	1291506
725	3409186	1286662
726	3414285	1282118
727	3419475	1277606
728	3424516	1273036
729	3429659	1268504
730	3434532	1263870
731	3439641	1259322
732	3444462	1254667
733	3449811	1250204
734	3453931	1245295
735	3458146	1240421
736	3462106	1235460
737	3466479	1230647
738	3470685	1225776
739	3475146	1220997
740	3479535	1216193
741	3485696	1212007
742	3490588	1207377
743	3495145	1202630
744	3500118	1198027
745	3504572	1193245
746	3508086	1188147
747	3511839	1183133
748	3516186	1178321
749	3521053	1173684
750	3525383	1168868
751	3530121	1164189
752	3534453	1159375
753	3538942	1154615
754	3542754	1149635
755	3547586	1144988
756	3551840	1140154
757	3559014	1136255
758	3563436	1131473
759	3568170	1126790
760	3572669	1122034
761	3577492	1117379
762	3582804	1112876
763	3589007	1108646
764	3593371	1103845
765	3597298	1098913
766	3603251	1094599
767	3606872	1089576
768	3611916	1084983
769	3616022	1080110
770	3621580	1075670
771	3625900	1070861
772	3630740	1066206
773	3634751	1061309
774	3641075	1057086
775	3645576	1052331
776	3650774	1047777
777	3657052	1043528
778	3660241	1038399
779	3664617	1033609
780	3668854	1028782
781	3674648	1024390
782	3679942	1019856
783	3684537	1015127
784	3688476	1010219
785	3692876	1005439
786	3699668	1001307
787	3703942	996492
788	3708595	991779
789	3712933	986982
790	3717591	982271
791	3721954	977482
792	3728741	973328
793	3732237	968313
794	3737094	963653
795	3741127	958781
796	3745482	953993
797	3749572	949139
798	3754051	944385
799	3759451	939862
800	3764221	935181
801	3769169	930543
802	3773139	925664
803	3777530	920890
804	3781370	915984
805	3785863	911237
806	3789800	906358
807	3794507	901665
808	3799264	896983
809	3804043	892306
810	3808430	887537
811	3812606	882721
812	3816480	877837
813	3818668	872570
814	3822461	867675
815	3828575	863306
816	3835226	859053
817	3839742	854319
818	3843684	849458
819	3848999	844902
820	3853806	840233
821	3858123	835457
822	3861800	830545
823	3866207	825791
824	3870331	820979
825	3874937	816270
826	3878724	811389
827	3883409	806698
828	3887976	801983
829	3892948	797350
830	3898049	792744
831	3902603	788025
832	3906255	783126
833	3911111	778470
834	3914620	773547
835	3919136	768825
836	3923063	763989
837	3927588	759271
838	3931777	754488
839	3936527	749814
840	3942222	745319
841	3946992	740647
842	3952626	736135
843	3957209	731427
844	3964576	727230
845	3970749	722807
846	3975578	718138
847	3980083	713411
848	3985607	708865
849	3990234	704158
850	3994253	699346
851	3999754	694793
852	4003336	689906
853	4008404	685277
854	4013703	680686
855	4018266	675970
856	4022383	671179
857	4027178	666502
858	4031633	661769
859	4035984	657020
860	4040879	652360
861	4044424	647483
862	4048796	642740
863	4052905	637957
864	4057447	633243
865	4061485	628451
866	4067984	624039
867	4072632	619340
868	4077431	614664
869	4081294	609848
870	4085534	605090
871	4089844	600344
872	4093709	595533
873	4100155	591097
874	4103757	586251
875	4108229	581530
876	4112477	576778
877	4117745	572169
878	4122089	567432
879	4127851	562888
880	4131503	558057
881	4138899	553730
882	4142546	548899
883	4147063	544184
884	4151796	539499
885	4156019	534747
886	4161137	530111
887	4165402	525366
888	4170120	520678
889	4173935	515879
890	4179592	511308
891	4183321	506500
892	4187586	501760
893	4193593	497226
894	4197663	492463
895	4202988	487846
896	4206958	483073
897	4211463	478362
898	4222173	474348
899	4225065	469451
900	4228992	464672
901	4233465	459955
902	4237379	455178
903	4241990	450476
904	4246589	445774
905	4253203	441281
906	4256950	436489
907	4261887	431821
908	4267117	427181
909	4272820	422586
910	4277700	417909
911	4281675	413144
912	4286062	408420
913	4290102	403663
914	4294688	398960
915	4299307	394259
916	4304826	389640
917	4309162	384914
918	4313809	380216
919	4318588	375529
920	4323765	370876
921	4329331	366255
922	4333001	361474
923	4337974	356803
924	4341833	352040
925	4346535	347347
926	4351114	342644
927	4356139	337976
928	4360352	333245
929	4366458	328658
930	4370536	323917
931	4374866	319196
932	4378972	314459
933	4383199	309733
934	4388465	305080
935	4392650	300352
936	4397259	295653
937	4401727	290945
938	4407542	286325
939	4410951	281550
940	4415979	276878
941	4418550	272055
942	4422047	267292
943	4428255	262693
944	4432512	257976
945	4437094	253280
946	4441520	248575
947	4445887	243867
948	4450105	239152
949	4454345	234439
950	4458460	229720
951	4463142	225032
952	4467047	220305
953	4471540	215608
954	4475738	210898
955	4480413	206211
956	4485465	201541
957	4489536	196827
958	4494214	192140
959	4498243	187426
960	4502802	182735
961	4506870	178026
962	4511865	173353
963	4515971	168646
964	4520838	163968
965	4526682	159324
966	4531227	154633
967	4535168	149922
968	4539411	145223
969	4543584	140523
970	4547949	135829
971	4551674	131118
972	4557380	126463
973	4561649	121768
974	4566824	117098
975	4571194	112406
976	4576050	107726
977	4578987	103003
978	4583210	98311
979	4587621	93624
980	4591819	88934
981	4596245	84248
982	4600770	79565
983	4605188	74881
984	4609865	70200
985	4613708	65509
986	4618646	60833
987	4622645	56145
988	4626984	51462
989	4630525	46772
990	4636383	42106
991	4641281	37429
992	4646969	32758
993	4651656	28078
994	4655648	23395
995	4659868	18714
996	4663753	14033
997	4668457	9355
998	4672617	4677
999	4679083	0
