iter	Logloss	Accuracy
120	0.4415104633	0.8159371493
121	0.4406644736	0.8159371493
122	0.4403045753	0.8159371493
123	0.4397944399	0.8159371493
124	0.4392603285	0.8159371493
125	0.4389372437	0.8170594837
126	0.437986084	0.8170594837
127	0.4378146331	0.8170594837
128	0.4369823423	0.8170594837
129	0.43683277	0.8170594837
130	0.4364359526	0.8170594837
131	0.4353375497	0.8170594837
132	0.4349862188	0.8170594837
133	0.4344067152	0.8170594837
134	0.433360924	0.8170594837
135	0.4330725602	0.8170594837
136	0.4329320813	0.8181818182
137	0.432688778	0.8181818182
138	0.4325517231	0.8181818182
139	0.4323312234	0.8181818182
140	0.4320817915	0.8181818182
141	0.4315359118	0.8181818182
142	0.4309172564	0.8181818182
143	0.4307747182	0.8181818182
144	0.4303218033	0.8181818182
145	0.4299126802	0.8181818182
146	0.4297770084	0.8181818182
147	0.4292879513	0.8181818182
148	0.4286051066	0.8181818182
149	0.4280148507	0.8215488215
150	0.4274801925	0.8215488215
151	0.4268750813	0.8215488215
152	0.4268488781	0.8215488215
153	0.4266348443	0.8215488215
154	0.4263901874	0.8215488215
155	0.4257287401	0.8215488215
156	0.4253069206	0.8215488215
157	0.4246720998	0.8215488215
158	0.4242096233	0.822671156
159	0.4238571786	0.822671156
160	0.4234302259	0.8215488215
161	0.4231333623	0.822671156
162	0.4227716909	0.822671156
163	0.4227506463	0.822671156
164	0.422487766	0.822671156
165	0.4224072376	0.822671156
166	0.4221157465	0.822671156
167	0.421948855	0.822671156
168	0.4218248461	0.822671156
169	0.4217430748	0.822671156
170	0.4214794909	0.8237934905
171	0.4213871227	0.8237934905
172	0.4212766878	0.8237934905
173	0.4208715474	0.8237934905
174	0.4203034489	0.8237934905
175	0.4198565145	0.8237934905
176	0.4194279793	0.8237934905
177	0.4192512108	0.8237934905
178	0.4190889162	0.8237934905
179	0.4189821939	0.8237934905
180	0.4188278395	0.8237934905
181	0.4185965623	0.8237934905
182	0.4185822876	0.8237934905
183	0.4185664655	0.8237934905
184	0.4185071495	0.8237934905
185	0.4182280064	0.8237934905
186	0.4177233297	0.8237934905
187	0.4176007111	0.8237934905
188	0.4173569799	0.8237934905
189	0.417219914	0.8237934905
190	0.4169591702	0.8237934905
191	0.4166361538	0.8237934905
192	0.4163152548	0.8237934905
193	0.4160539632	0.8237934905
194	0.4158127011	0.8237934905
195	0.4155600037	0.8237934905
196	0.415464576	0.8237934905
197	0.4152937275	0.8237934905
198	0.4151774309	0.8237934905
199	0.4149422097	0.8237934905
200	0.4148338591	0.8237934905
201	0.4145352773	0.8237934905
202	0.4142637369	0.8237934905
203	0.414254718	0.8237934905
204	0.4140162428	0.8237934905
205	0.4137494756	0.8237934905
206	0.4132543301	0.8237934905
207	0.4129692699	0.8237934905
208	0.4126140025	0.8237934905
209	0.4122837178	0.8237934905
210	0.4120953555	0.8237934905
211	0.4118835192	0.8237934905
212	0.4115470221	0.8237934905
213	0.4114019513	0.8237934905
214	0.4111766163	0.8237934905
215	0.4109542703	0.8237934905
216	0.4107340948	0.8237934905
217	0.4104310065	0.8237934905
218	0.4102927302	0.8237934905
219	0.4100551169	0.8237934905
220	0.4099300049	0.8260381594
221	0.4096267804	0.8260381594
222	0.4092480189	0.8260381594
223	0.4090754779	0.8260381594
224	0.4087109033	0.8260381594
225	0.4085182765	0.8260381594
226	0.40835778	0.8260381594
227	0.4079889516	0.8260381594
228	0.4077197397	0.8260381594
229	0.4076209928	0.8260381594
230	0.407496157	0.8260381594
231	0.4074487415	0.8260381594
232	0.4072963688	0.8260381594
233	0.4069890557	0.8260381594
234	0.4068855678	0.8260381594
235	0.4067519598	0.8260381594
236	0.4066367038	0.8260381594
237	0.4063463064	0.8260381594
238	0.4061990784	0.8260381594
239	0.4059519652	0.8249158249
240	0.4057336633	0.8260381594
241	0.4057205365	0.8260381594
242	0.4055851417	0.8249158249
243	0.4053729583	0.8260381594
244	0.4053112505	0.8260381594
245	0.405150479	0.8260381594
246	0.4050143776	0.8260381594
247	0.4050107961	0.8260381594
248	0.4048461062	0.8260381594
249	0.4046886489	0.8260381594
250	0.4046519559	0.8260381594
251	0.4044469353	0.8260381594
252	0.4044437187	0.8260381594
253	0.4042973536	0.8260381594
254	0.4041091378	0.8260381594
255	0.4039520213	0.8260381594
256	0.403803171	0.8260381594
257	0.4038002864	0.8260381594
258	0.4035809468	0.8260381594
259	0.4034897767	0.8260381594
260	0.4033419865	0.8260381594
261	0.4031789791	0.8260381594
262	0.4030152384	0.8260381594
263	0.4028967425	0.8260381594
264	0.4027767158	0.8260381594
265	0.4025524195	0.8249158249
266	0.4024901885	0.8249158249
267	0.4023039589	0.8249158249
268	0.4022556296	0.8249158249
269	0.4022044911	0.8249158249
270	0.4019849243	0.8249158249
271	0.4018988331	0.8249158249
272	0.4017398708	0.8249158249
273	0.4017374559	0.8249158249
274	0.4017251848	0.8249158249
275	0.4016247794	0.8249158249
276	0.401519045	0.8249158249
277	0.4014552902	0.8249158249
278	0.4012830595	0.8249158249
279	0.401089253	0.8249158249
280	0.4009328916	0.8249158249
281	0.400768827	0.8249158249
282	0.4005776867	0.8249158249
283	0.4004511014	0.8249158249
284	0.4002839619	0.8249158249
285	0.4002822941	0.8249158249
286	0.3999817437	0.8249158249
287	0.3999528986	0.8249158249
288	0.3997994398	0.8249158249
289	0.399767777	0.8249158249
290	0.3994466871	0.8249158249
291	0.3992721409	0.8249158249
292	0.3992599114	0.8249158249
293	0.3990435481	0.8249158249
294	0.3987062164	0.8249158249
295	0.3985722156	0.8249158249
296	0.3984391262	0.8249158249
297	0.3983420361	0.8249158249
298	0.3982712905	0.8249158249
299	0.3981160481	0.8260381594
300	0.3980613359	0.8249158249
301	0.397969131	0.8260381594
302	0.3978030807	0.8249158249
303	0.3977815931	0.8249158249
304	0.3977657579	0.8249158249
305	0.3977646961	0.8249158249
306	0.3976185908	0.8260381594
307	0.3974767168	0.8249158249
308	0.3972492093	0.8260381594
309	0.3970135275	0.8260381594
310	0.396762562	0.8260381594
311	0.3966422681	0.8249158249
312	0.3966143217	0.8249158249
313	0.3966134489	0.8249158249
314	0.3966062344	0.8249158249
315	0.3964844588	0.8249158249
316	0.396307758	0.8249158249
317	0.3961126802	0.8271604938
318	0.3960882079	0.8260381594
319	0.395864821	0.8260381594
320	0.3957848768	0.8260381594
321	0.3957351195	0.8260381594
322	0.3956872341	0.8260381594
323	0.3956054546	0.8260381594
324	0.3953724581	0.8271604938
325	0.3952108057	0.8282828283
326	0.3950932335	0.8282828283
327	0.3949650812	0.8282828283
328	0.394803065	0.8282828283
329	0.3946045378	0.8294051627
330	0.3943305607	0.8294051627
331	0.3943299647	0.8294051627
332	0.3942564773	0.8305274972
333	0.3941411688	0.8305274972
334	0.3939522611	0.8316498316
335	0.3937083007	0.8316498316
336	0.3936092316	0.8316498316
337	0.3934296297	0.8316498316
338	0.393348015	0.8316498316
339	0.3931164667	0.8316498316
340	0.3930808735	0.8316498316
341	0.3930511942	0.8316498316
342	0.3927849644	0.8316498316
343	0.3926400384	0.8316498316
344	0.392627943	0.8316498316
345	0.3924523484	0.8316498316
346	0.3923062705	0.8316498316
347	0.3920909431	0.8305274972
348	0.3918487337	0.8316498316
349	0.3916880073	0.8316498316
350	0.391674179	0.8316498316
351	0.3916292647	0.8316498316
352	0.3915310831	0.8316498316
353	0.3913198605	0.8316498316
354	0.391284597	0.8316498316
355	0.3911487594	0.8316498316
356	0.3911473155	0.8316498316
357	0.3909249072	0.8316498316
358	0.3907346792	0.8316498316
359	0.3906407147	0.8316498316
360	0.3906149119	0.8316498316
361	0.3905750504	0.8316498316
362	0.3904386423	0.8316498316
363	0.390406901	0.8316498316
364	0.3903664797	0.8316498316
365	0.3902641645	0.8316498316
366	0.3902232332	0.8316498316
367	0.3900123665	0.8316498316
368	0.3898769667	0.8316498316
369	0.3897577877	0.8316498316
370	0.389752942	0.8316498316
371	0.389647498	0.8316498316
372	0.3895062236	0.8316498316
373	0.3893785438	0.8316498316
374	0.3892794342	0.8316498316
375	0.3891330461	0.8327721661
376	0.3890762502	0.8327721661
377	0.3889769762	0.8327721661
378	0.3888752052	0.8327721661
379	0.3888266391	0.8327721661
380	0.3886431875	0.8327721661
381	0.3885053888	0.8327721661
382	0.3883660676	0.8338945006
383	0.3883639251	0.8338945006
384	0.3882604387	0.835016835
385	0.388227139	0.835016835
386	0.3882109645	0.835016835
387	0.3881642657	0.835016835
388	0.3880179146	0.835016835
389	0.3878564501	0.8361391695
390	0.3877743926	0.8361391695
391	0.387733341	0.8361391695
392	0.387557281	0.8361391695
393	0.3874298552	0.8361391695
394	0.3873512117	0.8361391695
395	0.3870622854	0.8361391695
396	0.3868743792	0.8361391695
397	0.3868733117	0.8361391695
398	0.3868623656	0.8361391695
399	0.3867462592	0.8361391695
400	0.3866798405	0.8361391695
401	0.3865373563	0.8361391695
402	0.3863589397	0.8361391695
403	0.3862692537	0.8361391695
404	0.3861898881	0.8361391695
405	0.3861824142	0.8361391695
406	0.3860058544	0.8361391695
407	0.3858492043	0.8361391695
408	0.3857474953	0.8361391695
409	0.3856073367	0.8361391695
410	0.3853875975	0.8361391695
411	0.3852857138	0.8361391695
412	0.3852089141	0.8361391695
413	0.3850738108	0.8361391695
414	0.384980317	0.8361391695
415	0.3849026665	0.8361391695
416	0.3848931455	0.8361391695
417	0.3848028815	0.8361391695
418	0.3847280267	0.8361391695
419	0.3846433506	0.8361391695
420	0.3845655357	0.8361391695
421	0.3845105138	0.8361391695
422	0.3843900712	0.8361391695
423	0.3843111966	0.8361391695
424	0.3842346703	0.8361391695
425	0.3842149271	0.8361391695
426	0.3841408725	0.8361391695
427	0.3840712593	0.8361391695
428	0.3840208454	0.8361391695
429	0.3838331373	0.8361391695
430	0.3837984504	0.8361391695
431	0.3837522458	0.8361391695
432	0.3835348832	0.8361391695
433	0.3835223798	0.8361391695
434	0.383414141	0.8361391695
435	0.3833401452	0.8361391695
436	0.3832268689	0.8361391695
437	0.3831950158	0.8361391695
438	0.3831801874	0.8361391695
439	0.3831675491	0.8361391695
440	0.3831558454	0.8361391695
441	0.3831311509	0.8372615039
442	0.3830510347	0.8372615039
443	0.3827000689	0.8372615039
444	0.382553905	0.8372615039
445	0.3825538981	0.8372615039
446	0.382498395	0.8372615039
447	0.3824766919	0.8372615039
448	0.382432423	0.8372615039
449	0.3822889922	0.8372615039
450	0.3821982084	0.8372615039
451	0.382139537	0.8372615039
452	0.3820440718	0.8372615039
453	0.3820029348	0.8372615039
454	0.3819814709	0.8372615039
455	0.3819338809	0.8372615039
456	0.381786886	0.8372615039
457	0.3817419034	0.8372615039
458	0.3815909386	0.8372615039
459	0.3815583091	0.8372615039
460	0.3815163502	0.8372615039
461	0.3813276669	0.8372615039
462	0.3812552328	0.8372615039
463	0.3812064599	0.8372615039
464	0.3811518013	0.8372615039
465	0.3810466483	0.8372615039
466	0.3808665501	0.8372615039
467	0.3808665463	0.8372615039
468	0.3807640715	0.8372615039
469	0.3806720929	0.8372615039
470	0.3806720881	0.8372615039
471	0.3805900117	0.8372615039
472	0.3805489564	0.8372615039
473	0.3804788987	0.8372615039
474	0.3803971867	0.8372615039
475	0.3802582662	0.8372615039
476	0.3801309509	0.8372615039
477	0.3800617074	0.8372615039
478	0.3800171511	0.8372615039
479	0.3799553186	0.8372615039
480	0.3798361128	0.8383838384
481	0.3797791791	0.8383838384
482	0.3797621977	0.8372615039
483	0.3797164228	0.8395061728
484	0.379712516	0.8395061728
485	0.3796766885	0.8395061728
486	0.3796766739	0.8395061728
487	0.3796139757	0.8406285073
488	0.3795826703	0.8406285073
489	0.3794988642	0.8406285073
490	0.3794850125	0.8406285073
491	0.379335001	0.8406285073
492	0.379229777	0.8406285073
493	0.3792055774	0.8406285073
494	0.3792055758	0.8406285073
495	0.3792055743	0.8406285073
496	0.3790639079	0.8406285073
497	0.3790167873	0.8417508418
498	0.3789843211	0.8417508418
499	0.3789431404	0.8417508418
500	0.3788867734	0.8417508418
501	0.3788867727	0.8417508418
502	0.3788706315	0.8417508418
503	0.3788199055	0.8417508418
504	0.3787715059	0.8417508418
505	0.3787261113	0.8417508418
506	0.3786752754	0.8417508418
507	0.3786643262	0.8406285073
508	0.3786572435	0.8406285073
509	0.3785952585	0.8417508418
510	0.3785159224	0.8417508418
511	0.3784623578	0.8417508418
512	0.3784520088	0.8417508418
513	0.3780861771	0.8417508418
514	0.3780861771	0.8417508418
515	0.3780433475	0.8417508418
516	0.3779701953	0.8417508418
517	0.3779445645	0.8417508418
518	0.3779443468	0.8417508418
519	0.3779258017	0.8417508418
520	0.3778879334	0.8417508418
521	0.3778747223	0.8417508418
522	0.3778475312	0.8417508418
523	0.3778291082	0.8417508418
524	0.3778291079	0.8417508418
525	0.3777248492	0.8417508418
526	0.3777242551	0.8417508418
527	0.3777006349	0.8417508418
528	0.3776148906	0.8417508418
529	0.3775678193	0.8428731762
530	0.3774637758	0.8428731762
531	0.377458516	0.8428731762
532	0.3772977784	0.8439955107
533	0.3772449985	0.8439955107
534	0.377215165	0.8439955107
535	0.3772015875	0.8439955107
536	0.3770615762	0.8439955107
537	0.3770478125	0.8439955107
538	0.37698699	0.8439955107
539	0.376806339	0.8439955107
540	0.3767256056	0.8439955107
541	0.3764688396	0.8439955107
542	0.3763625192	0.8439955107
543	0.3762945537	0.8439955107
544	0.3762147056	0.8439955107
545	0.3761130788	0.8439955107
546	0.3760597027	0.8439955107
547	0.3760150145	0.8439955107
548	0.3759881813	0.8439955107
549	0.3759076765	0.8439955107
550	0.3759058499	0.8439955107
551	0.3759032198	0.8439955107
552	0.3758894321	0.8439955107
553	0.3758894319	0.8439955107
554	0.3758870692	0.8439955107
555	0.3757872454	0.8439955107
556	0.3757481414	0.8439955107
557	0.3756864702	0.8439955107
558	0.3756572827	0.8439955107
559	0.3755721187	0.8439955107
560	0.3754683677	0.8462401796
561	0.3754683672	0.8462401796
562	0.375440879	0.8462401796
563	0.3754392571	0.8462401796
564	0.3753587714	0.8462401796
565	0.3752209895	0.8462401796
566	0.3750446028	0.8462401796
567	0.3748111593	0.8462401796
568	0.3747556912	0.8462401796
569	0.3746805036	0.8462401796
570	0.3745871263	0.8462401796
571	0.374530982	0.8462401796
572	0.3744676202	0.8462401796
573	0.3744118059	0.8462401796
574	0.374367154	0.8462401796
575	0.3743543129	0.8462401796
576	0.3742205218	0.8462401796
577	0.3742140646	0.8462401796
578	0.3741717147	0.8462401796
579	0.374126044	0.8462401796
580	0.3739756551	0.8462401796
581	0.3739699446	0.8462401796
582	0.3738501745	0.847362514
583	0.3737607916	0.847362514
584	0.3736607608	0.847362514
585	0.3736599649	0.847362514
586	0.3735246325	0.847362514
587	0.3734574003	0.847362514
588	0.3733486716	0.847362514
589	0.3733486716	0.847362514
590	0.3733346334	0.847362514
591	0.3732066608	0.847362514
592	0.3731319694	0.847362514
593	0.3731319694	0.847362514
594	0.3729944241	0.847362514
595	0.3728898327	0.847362514
596	0.3728419497	0.847362514
597	0.3728074659	0.847362514
598	0.3727632421	0.847362514
599	0.3727422654	0.847362514
600	0.3726234254	0.847362514
601	0.37244895	0.847362514
602	0.3723387777	0.8462401796
603	0.3722947299	0.8462401796
604	0.3721520454	0.8451178451
605	0.3721237307	0.8451178451
606	0.3721061411	0.8451178451
607	0.3720636335	0.8451178451
608	0.3720571007	0.8451178451
609	0.3719121633	0.8451178451
610	0.3718446819	0.8462401796
611	0.3718317065	0.8462401796
612	0.3718164174	0.8462401796
613	0.3717870905	0.847362514
614	0.3716390346	0.8462401796
615	0.3715783248	0.8462401796
616	0.3715745423	0.8462401796
617	0.3714861162	0.8462401796
618	0.3713842455	0.847362514
619	0.3713013569	0.847362514
620	0.3712107259	0.847362514
621	0.3712091812	0.847362514
622	0.3712091804	0.847362514
623	0.3711058676	0.847362514
624	0.3710144863	0.847362514
625	0.37098498	0.8484848485
626	0.3709450784	0.8496071829
627	0.370885312	0.8496071829
628	0.3708252993	0.8496071829
629	0.3706364975	0.8484848485
630	0.3705192951	0.8496071829
631	0.3704987134	0.8496071829
632	0.3704353774	0.8496071829
633	0.3703140875	0.8496071829
634	0.370156009	0.8496071829
635	0.370127492	0.8496071829
636	0.3700206416	0.8496071829
637	0.3699217611	0.8496071829
638	0.3698699052	0.8496071829
639	0.3698558569	0.8496071829
640	0.3698558566	0.8496071829
641	0.3698554984	0.8496071829
642	0.3697820749	0.8496071829
643	0.3696878914	0.8496071829
644	0.3696168862	0.8496071829
645	0.3695829825	0.8496071829
646	0.3694737874	0.8496071829
647	0.3693906391	0.8496071829
648	0.3693745758	0.8496071829
649	0.3692321682	0.8496071829
650	0.369049033	0.8496071829
651	0.3690338023	0.8496071829
652	0.3690175052	0.8496071829
653	0.3688490167	0.8496071829
654	0.368776132	0.8496071829
655	0.3687219686	0.8496071829
656	0.3685609943	0.8507295174
657	0.3685373475	0.8507295174
658	0.3682678355	0.8518518519
659	0.3681929132	0.8518518519
660	0.3681463305	0.8518518519
661	0.3681061953	0.8518518519
662	0.3680963357	0.8518518519
663	0.3679761838	0.8518518519
664	0.3679135935	0.8518518519
665	0.3678915498	0.8518518519
666	0.367826861	0.8518518519
667	0.3677304944	0.8507295174
668	0.3676541529	0.8507295174
669	0.3675355079	0.8507295174
670	0.3674862448	0.8507295174
671	0.3674730184	0.8507295174
672	0.3673823708	0.8507295174
673	0.367357853	0.8507295174
674	0.3673299015	0.8507295174
675	0.3672115686	0.8507295174
676	0.3671911439	0.8507295174
677	0.3671886571	0.8507295174
678	0.3671640994	0.8507295174
679	0.36715009	0.8507295174
680	0.3670526424	0.8507295174
681	0.3669083243	0.8507295174
682	0.3668660175	0.8507295174
683	0.3668283793	0.8507295174
684	0.36663855	0.8518518519
685	0.366618791	0.8518518519
686	0.3665578011	0.8518518519
687	0.3664495645	0.8518518519
688	0.3664211529	0.8518518519
689	0.3663129561	0.8518518519
690	0.366197901	0.8529741863
691	0.3661191213	0.8518518519
692	0.3660388526	0.8518518519
693	0.3659098047	0.8518518519
694	0.3659018032	0.8518518519
695	0.365889957	0.8518518519
696	0.3657882408	0.8518518519
697	0.3657631202	0.8518518519
698	0.3655646939	0.8529741863
699	0.3654593	0.8529741863
700	0.3653944695	0.8529741863
701	0.3653404325	0.8529741863
702	0.3653287011	0.8529741863
703	0.36531684	0.8529741863
704	0.3652799755	0.8529741863
705	0.3652235508	0.8529741863
706	0.3651861337	0.8529741863
707	0.3651399213	0.8518518519
708	0.3650893286	0.8518518519
709	0.3650260582	0.8518518519
710	0.3649868168	0.8518518519
711	0.3649737106	0.8518518519
712	0.3649319067	0.8518518519
713	0.3648641682	0.8529741863
714	0.364832839	0.8529741863
715	0.3647654767	0.8529741863
716	0.3646476747	0.8529741863
717	0.3645648924	0.8529741863
718	0.3645193295	0.8529741863
719	0.3645077118	0.8529741863
720	0.3644870534	0.8529741863
721	0.3644349682	0.8529741863
722	0.3644349679	0.8529741863
723	0.3643475125	0.8518518519
724	0.3643042998	0.8518518519
725	0.3642491269	0.8518518519
726	0.3642195839	0.8518518519
727	0.3640521936	0.8529741863
728	0.3638686147	0.8529741863
729	0.3638579647	0.8529741863
730	0.363847471	0.8529741863
731	0.3638242772	0.8529741863
732	0.3638213028	0.8529741863
733	0.3637938969	0.8529741863
734	0.3637565023	0.8529741863
735	0.363698065	0.8529741863
736	0.363650521	0.8529741863
737	0.3636229295	0.8529741863
738	0.3636016739	0.8529741863
739	0.3635917183	0.8529741863
740	0.3635708496	0.8529741863
741	0.3633769164	0.8529741863
742	0.3633269286	0.8529741863
743	0.3632985004	0.8529741863
744	0.3631877882	0.8529741863
745	0.363143061	0.8529741863
746	0.3630914627	0.8529741863
747	0.363031959	0.8529741863
748	0.3628148538	0.8529741863
749	0.3627683601	0.8529741863
750	0.3627362814	0.8529741863
751	0.3626894306	0.8529741863
752	0.3626744842	0.8529741863
753	0.3625808911	0.8529741863
754	0.3625133084	0.8529741863
755	0.3624077786	0.8529741863
756	0.3623209963	0.8529741863
757	0.362198268	0.8529741863
758	0.3621730423	0.8529741863
759	0.3620994446	0.8540965208
760	0.3620381613	0.8540965208
761	0.3620203211	0.8540965208
762	0.3618265122	0.8540965208
763	0.3618042003	0.8540965208
764	0.3617782267	0.8529741863
765	0.3616176185	0.8529741863
766	0.3615359168	0.8529741863
767	0.3615172324	0.8529741863
768	0.3613958446	0.8529741863
769	0.3613679224	0.8529741863
770	0.3612172174	0.8529741863
771	0.3612083047	0.8529741863
772	0.3611399791	0.8529741863
773	0.361093744	0.8529741863
774	0.3609534144	0.8540965208
775	0.3608690908	0.8540965208
776	0.360840816	0.8540965208
777	0.3607645207	0.8540965208
778	0.3607292896	0.8540965208
779	0.360601852	0.8540965208
780	0.3604754655	0.8540965208
781	0.3603685721	0.8540965208
782	0.3603571717	0.8540965208
783	0.3602835277	0.8540965208
784	0.3602213401	0.8540965208
785	0.3601696472	0.8540965208
786	0.3600774516	0.8552188552
787	0.3600435068	0.8552188552
788	0.3599848168	0.8552188552
789	0.3599699343	0.8552188552
790	0.3599040822	0.8552188552
791	0.3597911355	0.8552188552
792	0.3597911354	0.8552188552
793	0.3597225802	0.8552188552
794	0.3597036823	0.8552188552
795	0.3596508461	0.8552188552
796	0.3596124586	0.8552188552
797	0.3595392511	0.8552188552
798	0.3594396943	0.8552188552
799	0.3593505488	0.8552188552
800	0.3593315556	0.8552188552
801	0.3592304533	0.8552188552
802	0.3592207676	0.8552188552
803	0.3591597493	0.8552188552
804	0.3591061397	0.8552188552
805	0.3590974038	0.8552188552
806	0.359084161	0.8552188552
807	0.3590763547	0.8552188552
808	0.3590481079	0.8552188552
809	0.3590389677	0.8552188552
810	0.3589054233	0.8552188552
811	0.358658463	0.8552188552
812	0.3584702637	0.8552188552
813	0.3584179681	0.8552188552
814	0.3584179672	0.8552188552
815	0.358141033	0.8563411897
816	0.358028558	0.8563411897
817	0.3579226444	0.8563411897
818	0.3578472645	0.8563411897
819	0.3578383901	0.8563411897
820	0.357794352	0.8563411897
821	0.3577804421	0.8563411897
822	0.3575616596	0.8563411897
823	0.3575089509	0.8552188552
824	0.3574893295	0.8563411897
825	0.3574336612	0.8563411897
826	0.3573097283	0.8574635241
827	0.3571856806	0.8585858586
828	0.3571503145	0.8585858586
829	0.3571355134	0.8585858586
830	0.3570063294	0.8585858586
831	0.3569582669	0.859708193
832	0.3569310246	0.859708193
833	0.3568484116	0.859708193
834	0.3567976436	0.859708193
835	0.3566191864	0.859708193
836	0.356529471	0.859708193
837	0.3564463972	0.8608305275
838	0.3564390981	0.8608305275
839	0.3563799444	0.8608305275
840	0.35622926	0.8608305275
841	0.3561933421	0.8608305275
842	0.3560615642	0.8608305275
843	0.355997121	0.8608305275
844	0.3559478329	0.8608305275
845	0.3558698576	0.8608305275
846	0.3558073457	0.8608305275
847	0.3557813895	0.8608305275
848	0.3557352497	0.8608305275
849	0.3556256422	0.8608305275
850	0.3556206952	0.8608305275
851	0.3555029448	0.8608305275
852	0.3554500032	0.8608305275
853	0.3554047825	0.8608305275
854	0.3553544172	0.8608305275
855	0.3552858547	0.8608305275
856	0.3552650737	0.8608305275
857	0.3552167977	0.8608305275
858	0.3549965403	0.861952862
859	0.3549517979	0.8608305275
860	0.3548952294	0.861952862
861	0.3548640762	0.861952862
862	0.354751127	0.8608305275
863	0.3547200039	0.8608305275
864	0.3547114695	0.8608305275
865	0.3546505037	0.8608305275
866	0.3545992931	0.861952862
867	0.3544948313	0.8608305275
868	0.3544473184	0.8608305275
869	0.35442686	0.8608305275
870	0.3543445089	0.8608305275
871	0.3542844439	0.8608305275
872	0.3542802732	0.8608305275
873	0.354206301	0.8630751964
874	0.354152456	0.861952862
875	0.3541071406	0.8630751964
876	0.3540331441	0.8630751964
877	0.3540109508	0.861952862
878	0.3538702587	0.861952862
879	0.3538200825	0.861952862
880	0.3537538822	0.861952862
881	0.3536883602	0.861952862
882	0.3536319758	0.861952862
